GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,I2LE001,I2LE002,I2LE003,I2LE004,I2LE005,I2LE006,I2LE007,I2LE008,I2LE009,I2LE010,I2LE011,I2LE012,I2LE013,I2LE014,I2LE015,I2LE016,I2LE017,NAME_M,I2LM001,I2LM002,I2LM003,I2LM004,I2LM005,I2LM006,I2LM007,I2LM008,I2LM009,I2LM010,I2LM011,I2LM012,I2LM013,I2LM014,I2LM015,I2LM016,I2LM017
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,NECTA Division Code,Urban Area Code,Congressional District (111th Congress) Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Estimates: Area Name,Estimates: Total,"Estimates: Less than $10,000","Estimates: $10,000 to $14,999","Estimates: $15,000 to $19,999","Estimates: $20,000 to $24,999","Estimates: $25,000 to $29,999","Estimates: $30,000 to $34,999","Estimates: $35,000 to $39,999","Estimates: $40,000 to $44,999","Estimates: $45,000 to $49,999","Estimates: $50,000 to $59,999","Estimates: $60,000 to $74,999","Estimates: $75,000 to $99,999","Estimates: $100,000 to $124,999","Estimates: $125,000 to $149,999","Estimates: $150,000 to $199,999","Estimates: $200,000 or more",Margins of error: Area Name,Margins of error: Total,"Margins of error: Less than $10,000","Margins of error: $10,000 to $14,999","Margins of error: $15,000 to $19,999","Margins of error: $20,000 to $24,999","Margins of error: $25,000 to $29,999","Margins of error: $30,000 to $34,999","Margins of error: $35,000 to $39,999","Margins of error: $40,000 to $44,999","Margins of error: $45,000 to $49,999","Margins of error: $50,000 to $59,999","Margins of error: $60,000 to $74,999","Margins of error: $75,000 to $99,999","Margins of error: $100,000 to $124,999","Margins of error: $125,000 to $149,999","Margins of error: $150,000 to $199,999","Margins of error: $200,000 or more"
"G4801210","2010",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,"Denton County, Texas",237903,10149,7514,7778,10288,8554,11396,10224,8936,8846,19523,25981,30747,29872,16511,18055,13529,"Denton County, Texas",2627,1838,1696,1534,1689,1597,2306,1573,1482,1539,2281,2410,2692,2657,1802,2123,1656
"G4801350","2010",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,"Ector County, Texas",48630,4869,3825,4435,3170,2540,2408,2075,2012,1811,4589,5631,4659,2393,1665,1272,1276,"Ector County, Texas",1534,1161,1084,993,968,875,733,667,815,625,1052,1432,1051,872,746,464,616
"G4801390","2010",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,"Ellis County, Texas",49598,1537,2883,2868,1912,2377,2277,1778,2693,2610,4618,5869,7065,4066,2778,2213,2054,"Ellis County, Texas",1481,603,930,1046,815,781,830,575,843,708,956,1111,1303,829,685,753,679
"G4801410","2010",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,"El Paso County, Texas",248770,26759,20213,20612,20891,16029,16141,15333,13073,11301,18918,20007,18835,13677,6976,5502,4503,"El Paso County, Texas",2715,2385,2223,2483,2579,1811,2209,2129,1936,1687,2072,2171,1980,2136,1334,1008,919
"G4801570","2010",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,"Fort Bend County, Texas",184308,6881,5827,5670,7197,6471,6766,6156,8849,5809,14304,16531,26439,21285,12981,15829,17313,"Fort Bend County, Texas",2287,1435,1233,1205,1278,1531,1549,1355,1623,1423,2206,2393,2725,2445,1730,1862,1914
"G4801670","2010",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,"Galveston County, Texas",107421,6679,5241,4079,5998,5268,3806,4260,6360,4730,8021,9285,13651,11231,5968,7642,5202,"Galveston County, Texas",2496,1282,1368,1088,1209,1106,834,1071,1278,993,1408,1623,2161,1910,1105,1536,1072
"G4801810","2010",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,"Grayson County, Texas",44885,2990,3614,2562,3069,3163,2430,2861,1511,1948,3632,5207,5873,2035,1634,1356,1000,"Grayson County, Texas",1611,940,877,683,800,1007,752,782,569,641,1001,1082,1232,634,601,649,516
"G4801830","2010",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,"Gregg County, Texas",44314,5026,4591,1717,2836,2660,2852,2218,2833,1650,4043,4449,4300,1637,1434,1146,922,"Gregg County, Texas",1677,1296,1221,466,755,788,762,775,780,705,931,1008,1002,544,573,572,440
"G4801870","2010",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,"Guadalupe County, Texas",44838,1936,1201,1789,1473,2520,1965,2098,2454,1313,5776,6380,7156,3797,2431,1508,1041,"Guadalupe County, Texas",1284,687,586,602,513,860,674,769,780,539,1039,1141,1273,869,724,477,515
"G4802010","2010",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,"Harris County, Texas",1395382,102326,78364,74733,79011,73142,87606,64061,68933,62593,109194,134456,161578,102482,60992,66526,69385,"Harris County, Texas",7359,5049,4413,4883,4596,4642,5136,4364,4247,4482,5228,5252,6928,5556,3450,4458,3979
"G4802030","2010",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,"Harrison County, Texas",22875,2586,1399,1100,1560,852,738,980,1826,751,1641,2820,3443,1447,716,506,510,"Harrison County, Texas",1309,864,608,598,672,506,377,397,642,428,646,973,917,632,416,354,317
"G4802090","2010",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,"Hays County, Texas",54422,5005,3619,1884,3120,1812,2189,2750,2167,1627,3929,6877,5998,5205,3078,2811,2351,"Hays County, Texas",1734,1220,1135,709,834,726,701,872,714,650,869,1193,850,1113,912,877,733
"G4802130","2010",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,"Henderson County, Texas",29810,2517,3026,2179,2438,2542,1594,1935,1527,2413,1731,3090,1655,1429,394,966,374,"Henderson County, Texas",1652,747,927,684,669,760,661,548,598,710,500,867,552,516,251,451,247
"G4802150","2010",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,"Hidalgo County, Texas",212743,29963,20090,16659,13730,13350,15560,12758,11332,9838,14387,15922,18302,9082,4265,3493,4012,"Hidalgo County, Texas",3406,2825,2330,2043,1968,2151,1692,1921,1858,1453,2128,2410,2289,1490,1027,961,1078
"G4802310","2010",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,"Hunt County, Texas",31520,2403,3333,1969,1939,2413,1983,1625,1632,1560,2588,2966,2915,2094,727,881,492,"Hunt County, Texas",1441,922,996,611,619,765,693,702,674,540,875,782,791,640,379,437,379
"G4802450","2010",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,"Jefferson County, Texas",90767,10344,6761,6859,7626,4747,4828,5136,3821,3905,7504,8471,7719,6193,2484,2644,1725,"Jefferson County, Texas",3226,1459,1354,1292,1746,1188,1016,1357,1154,987,1295,1429,1254,1478,807,963,528
"G4802510","2010",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,"Johnson County, Texas",51579,2137,3270,2624,2357,2476,2363,2616,2308,3922,5275,5591,8040,3814,2469,1434,883,"Johnson County, Texas",1308,740,1095,891,765,855,910,709,786,1222,1234,1121,1193,1078,825,509,466
"G4802570","2010",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,"Kaufman County, Texas",34599,1689,1628,1550,1238,1272,1448,2137,2021,1072,3958,2928,6084,3449,2376,955,794,"Kaufman County, Texas",948,694,559,561,619,532,535,617,720,584,891,757,1147,815,775,373,440
"G4802910","2010",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,"Liberty County, Texas",25089,2023,1956,1164,1382,1543,1533,1289,1201,874,2643,2630,2631,2809,779,464,168,"Liberty County, Texas",940,766,892,517,495,692,584,587,606,453,1015,738,784,991,405,396,154
"G4803030","2010",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,"Lubbock County, Texas",104810,9664,7534,8172,7349,6074,5987,5016,5383,5239,8155,11306,10232,5964,3738,2117,2880,"Lubbock County, Texas",2224,1655,1283,1452,1686,1363,1268,1211,1226,1340,1555,1756,1514,1344,981,700,766
"G4803090","2010",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,"McLennan County, Texas",83212,8580,6619,5043,6598,5606,5368,4521,4506,3764,5758,7406,9265,4093,2732,2381,972,"McLennan County, Texas",2393,1389,1527,950,1383,1159,1084,1088,1286,959,1080,1254,1550,1001,755,711,357
"G4803290","2010",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,"Midland County, Texas",48730,2714,2554,3076,1506,4077,2217,2709,1104,1898,4626,6585,5817,2808,1778,2031,3230,"Midland County, Texas",1661,862,781,798,690,1092,669,1019,529,947,1094,1330,1101,866,668,721,871
"G4803390","2010",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,"Montgomery County, Texas",162010,7044,6738,7179,8121,7264,7352,7908,5926,5482,11529,18549,24497,13643,8325,9893,12560,"Montgomery County, Texas",2669,1448,1383,1401,1434,1711,1490,1510,1394,1189,1703,2020,2426,1697,1625,1493,1584
"G4803550","2010",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,"Nueces County, Texas",123072,11005,7248,8613,9230,7161,8474,7446,4997,6168,8500,12424,11101,10409,3683,3636,2977,"Nueces County, Texas",2698,1907,1250,1572,2009,1691,1618,1728,1041,1400,1448,2081,1815,1846,887,872,848
"G4803610","2010",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,"Orange County, Texas",29066,3005,2291,1034,1462,1502,1821,1571,1902,1358,2336,3121,3627,1783,1195,660,398,"Orange County, Texas",1432,802,718,510,578,611,660,554,801,650,784,942,920,620,560,352,315
"G4803670","2010",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,"Parker County, Texas",43140,2632,1616,2064,1889,2505,2479,1725,2514,2856,2610,5294,5168,3717,2117,2216,1738,"Parker County, Texas",2949,930,614,859,843,685,690,698,893,1009,778,1157,1210,786,702,797,592
"G4803750","2010",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,"Potter County, Texas",42049,3895,3292,3722,3983,3134,2997,1965,2193,1963,4637,3671,3375,1403,769,603,447,"Potter County, Texas",1368,883,963,930,949,852,867,705,784,665,1056,949,810,535,357,381,277
"G4803810","2010",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,"Randall County, Texas",49187,2005,3064,1803,1829,3236,1884,2431,2989,1787,4343,6569,8382,3591,2025,1411,1838,"Randall County, Texas",1220,689,929,690,648,961,644,801,949,541,903,1064,1183,872,604,481,640
"G4803970","2010",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,"Rockwall County, Texas",26488,720,809,530,267,843,634,886,780,1516,1705,3389,4709,2780,2734,2652,1534,"Rockwall County, Texas",913,396,403,318,229,377,442,558,486,716,761,1012,899,798,755,771,498
"G4804090","2010",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,"San Patricio County, Texas",21895,1480,2447,1708,863,971,1653,679,984,567,1322,3134,3196,1093,876,508,414,"San Patricio County, Texas",1148,606,676,591,384,361,691,409,583,357,519,868,838,426,399,307,352
"G4804230","2010",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,"Smith County, Texas",79341,6134,4678,5946,4653,5096,5117,4865,3867,3157,4983,8778,8260,6113,2903,2405,2386,"Smith County, Texas",1861,1379,1044,1320,996,1160,958,1128,1013,812,1085,1504,1259,1223,930,689,669
"G4804390","2010",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,"Tarrant County, Texas",655273,39519,30872,37098,34361,33159,38766,33832,31560,29542,57967,70225,78151,56427,31486,27503,24805,"Tarrant County, Texas",5974,3199,3287,3547,3204,3591,3695,3455,2669,2857,4042,4483,4602,3895,2946,2480,2040
"G4804410","2010",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,"Taylor County, Texas",48900,4885,3321,3631,2398,2938,2588,3446,3234,1931,4000,3821,5758,3201,1708,1332,708,"Taylor County, Texas",2047,1277,1122,988,599,967,852,1026,1259,628,1039,953,1160,925,590,641,328
"G4804510","2010",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,"Tom Green County, Texas",41448,3617,3254,3770,3931,2920,1693,2371,1811,1375,2893,4173,4552,2005,1254,978,851,"Tom Green County, Texas",2094,1000,1026,1106,1242,708,548,800,478,586,742,1011,1022,577,471,539,400
"G4804530","2010",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,"Travis County, Texas",403638,32308,22754,20817,20534,20717,20951,21113,19443,16221,29101,41843,44739,30762,18400,19415,24520,"Travis County, Texas",4215,2824,2487,2564,2580,2281,2604,2480,2186,2185,2652,3034,2673,2666,1913,2297,2304
"G4804690","2010",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,"Victoria County, Texas",31694,2709,1917,2981,1765,1811,1417,1055,1266,1425,2624,4155,3166,2675,869,1182,677,"Victoria County, Texas",1113,881,660,1023,685,737,577,438,477,571,764,1051,766,733,394,573,465
"G4804710","2010",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,"Walker County, Texas",20670,4414,1086,773,1486,742,1609,1056,454,1423,1408,1389,2077,1262,645,631,215,"Walker County, Texas",1496,1010,570,548,692,422,575,578,358,771,647,597,687,624,493,369,232
"G4804790","2010",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,"Webb County, Texas",66716,7691,5401,6102,4740,4162,4562,4755,2949,3582,4369,4655,5946,2849,1474,1879,1600,"Webb County, Texas",1657,1314,1556,1377,1080,1183,1322,1100,862,1042,1103,1250,1313,926,661,701,662
"G4804850","2010",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,"Wichita County, Texas",47607,3894,5141,2819,3103,3266,2983,3707,2395,2416,4456,4333,3945,2510,1375,524,740,"Wichita County, Texas",1847,1025,971,890,695,898,901,958,810,855,1072,975,793,694,463,318,376
"G4804910","2010",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,"Williamson County, Texas",152739,4991,4329,4248,6024,4995,5336,8529,6954,5867,18520,18819,23750,16856,9740,8965,4816,"Williamson County, Texas",2373,1118,1048,1153,1399,1304,1329,1644,1319,1541,2161,2011,2533,2366,1498,1637,1216
"G4900050","2010",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,"Cache County, Utah",35369,2132,1615,2684,2351,2215,1768,1986,1698,2425,3409,3856,4381,2044,1270,826,709,"Cache County, Utah",821,725,658,790,667,797,558,634,705,661,722,839,744,471,480,309,293
"G4900110","2010",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,"Davis County, Utah",94021,3325,2384,2423,3377,3851,3764,5084,4440,4602,9924,12156,14485,10401,5524,4800,3481,"Davis County, Utah",1444,1013,725,816,954,848,916,1086,1149,1113,1494,1723,1973,1379,971,958,772
"G4900350","2010",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,"Salt Lake County, Utah",338931,18262,15710,17635,16060,16560,16488,14709,18287,16502,28699,41228,48573,31244,17013,11880,10081,"Salt Lake County, Utah",3109,2001,2097,2023,1905,1858,2125,1813,1966,2034,2595,2790,2921,2140,2116,1626,1512
"G4900490","2010",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,"Utah County, Utah",140114,6554,6678,6900,8349,6060,6969,7371,7633,6817,15374,17524,18387,11147,6235,4300,3816,"Utah County, Utah",1874,1185,1234,1260,1432,1308,1326,1110,1189,1209,2114,2211,1838,1474,1038,911,800
"G4900530","2010",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,"Washington County, Utah",47413,3134,2200,2023,3664,2043,3123,3200,2554,2268,7014,5207,4970,2561,1011,1106,1335,"Washington County, Utah",1786,933,746,631,934,636,758,860,738,625,1282,1108,918,836,370,514,667
"G4900570","2010",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,"Weber County, Utah",80473,4189,3135,3834,5065,3690,5101,5029,3804,3658,8002,9496,11358,6707,3366,2521,1518,"Weber County, Utah",1681,988,791,898,1147,988,1170,1233,1145,933,1557,1442,1508,1149,888,740,588
"G5000070","2010",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,"Chittenden County, Vermont",62859,4548,3749,2494,3518,2794,3791,2347,2982,2168,4618,5615,8972,5350,3453,3368,3092,"Chittenden County, Vermont",1177,987,882,671,834,755,876,800,807,739,997,1119,1266,1033,843,754,718
"G5100030","2010",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,"Albemarle County, Virginia",37671,2512,1589,1035,2046,1719,2153,1652,1384,1308,3543,3718,4672,3221,2029,2142,2948,"Albemarle County, Virginia",1419,767,723,589,748,622,657,597,503,572,930,986,1017,757,602,668,709
"G5100130","2010",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,"Arlington County, Virginia",92982,3126,1527,2247,2350,1941,1660,2346,2164,1879,7299,8570,13823,12228,7976,9379,14467,"Arlington County, Virginia",2544,874,634,783,802,639,653,892,755,667,1535,1442,1835,1433,1306,1547,1580
"G5100150","2010",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,"Augusta County, Virginia",27759,1877,1043,1732,1557,1611,1299,1914,1141,1742,2288,4061,3933,1744,1083,609,125,"Augusta County, Virginia",1428,736,476,629,599,635,507,649,488,587,709,912,944,612,456,382,145
"G5100190","2010",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,"Bedford County, Virginia",27595,1649,1192,1726,1405,2127,1564,1680,1515,1195,1725,3334,4012,1381,1182,976,932,"Bedford County, Virginia",1136,683,587,603,583,881,597,641,592,501,533,836,954,447,418,414,423
"G5100410","2010",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,"Chesterfield County, Virginia",112213,4213,3400,3994,3139,5703,3979,6073,4760,3896,8573,13859,17452,11932,8226,7023,5991,"Chesterfield County, Virginia",1951,1185,989,977,766,1334,1173,1323,1092,1027,1206,1600,1988,1554,1235,1331,967
"G5100590","2010",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,"Fairfax County, Virginia",389415,12355,4395,7851,7985,6777,9222,8550,11755,9816,20368,35863,49896,45925,35400,54562,68695,"Fairfax County, Virginia",3502,1997,1095,1572,1409,1337,1665,1533,1673,1673,2392,2840,3791,3653,3192,3598,3174
"G5100610","2010",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,"Fauquier County, Virginia",22337,1047,487,574,809,1062,752,376,1063,353,1574,2057,3076,2927,1289,2426,2465,"Fauquier County, Virginia",1301,471,331,318,431,515,419,283,595,274,534,727,953,717,507,658,874
"G5100690","2010",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,"Frederick County, Virginia",28212,700,1766,744,936,1681,1150,1103,1294,1685,2111,3664,3234,3765,1503,1798,1078,"Frederick County, Virginia",1554,381,619,420,484,528,505,501,518,665,782,887,787,1174,550,547,485
"G5100850","2010",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,"Hanover County, Virginia",36447,829,1140,522,1625,1514,1814,1213,1395,1677,2302,5053,4473,4592,3345,3120,1833,"Hanover County, Virginia",1001,414,517,289,631,567,584,545,604,766,689,1227,1021,893,801,684,528
"G5100870","2010",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,"Henrico County, Virginia",122128,5203,4805,4581,5604,5871,7097,5778,6836,5269,10504,11816,18665,10556,7846,6161,5536,"Henrico County, Virginia",2097,1223,1111,1019,1474,1194,1399,1231,1451,1011,1917,1877,2184,1397,1562,1080,1145
"G5100950","2010",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,"James City County, Virginia",26912,1221,401,869,1168,1019,1080,846,1450,305,1883,3280,3847,3121,2635,1840,1947,"James City County, Virginia",1230,650,241,432,610,506,502,422,807,259,615,875,868,905,778,627,645
"G5101070","2010",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,"Loudoun County, Virginia",102979,1295,920,874,1809,1328,1010,2463,2132,1991,5044,8396,12081,16489,11970,16640,18537,"Loudoun County, Virginia",2217,580,426,468,579,555,413,927,816,674,1117,1491,1908,1910,1913,1811,1759
"G5101210","2010",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,"Montgomery County, Virginia",34985,5599,2425,2263,2589,1606,765,2014,1560,1524,2195,2924,4235,2552,911,1115,708,"Montgomery County, Virginia",2041,1305,810,834,862,606,470,764,720,580,742,928,1069,715,467,490,344
"G5101530","2010",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,"Prince William County, Virginia",130358,3417,1493,2174,3767,2309,3940,3608,4509,4528,7973,11393,20252,16860,15283,15757,13095,"Prince William County, Virginia",3978,1149,595,777,1185,750,1257,1261,1124,1294,1585,2037,2428,2036,2049,1846,1483
"G5101610","2010",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,"Roanoke County, Virginia",38013,1475,1525,1451,923,2794,2611,2303,2155,1233,3146,4893,4880,4115,1348,1688,1473,"Roanoke County, Virginia",1112,593,623,554,465,767,763,770,742,485,723,982,925,916,526,572,534
"G5101650","2010",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,"Rockingham County, Virginia",29105,1292,1748,1636,1795,1737,2266,1612,1546,1719,2707,3063,2864,1626,1428,892,1174,"Rockingham County, Virginia",1354,370,590,567,712,668,692,516,640,564,740,744,670,449,567,396,546
"G5101770","2010",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,"Spotsylvania County, Virginia",40482,1059,719,1541,2011,1249,1246,1580,2344,1489,3167,5350,5020,5497,2912,3714,1584,"Spotsylvania County, Virginia",1388,471,451,807,931,570,584,598,808,657,1126,1207,1239,1175,735,696,587
"G5101790","2010",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,"Stafford County, Virginia",40720,672,888,676,432,1579,661,1177,1396,1101,3528,3971,5769,6651,4320,4861,3038,"Stafford County, Virginia",1397,317,391,399,304,660,392,578,534,536,807,956,1082,1073,908,879,674
"G5101990","2010",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,"York County, Virginia",24747,641,337,500,884,1169,1270,819,624,867,2084,2583,3920,2698,2460,2233,1658,"York County, Virginia",916,402,300,241,478,504,579,509,333,485,785,729,868,720,727,627,590
"G5105100","2010",,,"Virginia","51","Alexandria City","510",,,,,,,,,,,,,,,,,"Alexandria city, Virginia",64361,2084,912,1823,2932,2178,2264,1944,2231,2210,5239,6883,8385,6840,5710,4999,7727,"Alexandria city, Virginia",2156,651,453,777,897,820,890,623,842,838,1254,1104,1309,1188,1118,1105,947
"G5105500","2010",,,"Virginia","51","Chesapeake City","550",,,,,,,,,,,,,,,,,"Chesapeake city, Virginia",78554,3521,2371,1942,3135,3037,4182,3222,3393,2713,6128,10266,12899,8908,5282,4746,2809,"Chesapeake city, Virginia",1845,989,727,710,864,864,1079,858,890,927,1228,1477,1651,1246,1059,968,847
"G5106500","2010",,,"Virginia","51","Hampton City","650",,,,,,,,,,,,,,,,,"Hampton city, Virginia",51301,3375,2169,2524,2625,2446,3024,2913,2807,2340,5480,6727,6679,4379,2147,1293,373,"Hampton city, Virginia",2003,949,844,810,791,846,901,1065,830,652,1408,1323,1249,1009,798,421,304
"G5106800","2010",,,"Virginia","51","Lynchburg City","680",,,,,,,,,,,,,,,,,"Lynchburg city, Virginia",26613,3977,2149,1919,1539,2433,1237,1730,1090,1011,2216,2309,2354,868,339,755,687,"Lynchburg city, Virginia",1703,987,681,673,497,695,566,800,535,446,622,675,716,488,236,384,382
"G5107000","2010",,,"Virginia","51","Newport News City","700",,,,,,,,,,,,,,,,,"Newport News city, Virginia",69958,5780,3623,3593,2884,3521,5144,3517,2917,3279,6874,7724,10353,4125,2894,2135,1595,"Newport News city, Virginia",4405,1238,998,873,942,1044,1322,1024,1007,885,1180,1638,1684,1042,866,845,646
"G5107100","2010",,,"Virginia","51","Norfolk City","710",,,,,,,,,,,,,,,,,"Norfolk city, Virginia",83828,6526,5104,5586,6003,6174,5984,4781,4992,4213,7703,7874,7981,4486,2771,2089,1561,"Norfolk city, Virginia",2539,1421,1170,1332,1241,1288,1140,1000,1168,853,1432,1314,1281,951,795,599,488
"G5107400","2010",,,"Virginia","51","Portsmouth City","740",,,,,,,,,,,,,,,,,"Portsmouth city, Virginia",37201,2976,2223,3372,1976,1533,2659,1796,2624,2389,3839,4181,3649,2051,705,909,319,"Portsmouth city, Virginia",1385,784,616,987,712,496,895,775,957,731,1030,933,869,654,397,350,213
"G5107600","2010",,,"Virginia","51","Richmond City","760",,,,,,,,,,,,,,,,,"Richmond city, Virginia",83927,9982,6870,6773,4679,3927,4626,5461,5070,4069,6373,6651,7623,4010,2390,2713,2710,"Richmond city, Virginia",2546,1470,1522,1299,955,1100,1073,1352,1451,1103,1306,1241,1268,857,913,672,707
"G5107700","2010",,,"Virginia","51","Roanoke City","770",,,,,,,,,,,,,,,,,"Roanoke city, Virginia",42478,4944,3167,3733,2705,2351,3000,2902,2318,3306,2642,3907,3864,1318,1207,819,295,"Roanoke city, Virginia",1659,1196,858,927,793,877,811,914,1026,893,707,1014,883,472,500,449,271
